sentence_id,title,origin_sentence,paragraph_text,query number,clean_sentence,tagger,status
464621,ME-09-127-726,"בנוסף, איננו רואים באי-אזכורו של דהן כמי שסיפרה לו על חוויית האונס, אלא לראשונה בהליכים אלו (ולא בפני המשטרה בשנת 2005), כעדות כבושה של המתלוננת","בנוסף, איננו רואים באי-אזכורו של דהן כמי שסיפרה לו על חוויית האונס, אלא לראשונה בהליכים אלו (ולא בפני המשטרה בשנת 2005), כעדות כבושה של המתלוננת. (מעבר לנדרש נציין כי בניגוד לטענות ב""כ הנאשם המתלוננת לא ציינה כי דהן נפטר באותו היום של האונס, וכן אין כל שינוי גרסה בין חקירתה הראשית לנגדית בנוגע לתוכן הדברים אותו פרטה בפני דהן, אלא רק ירידה נוספת לפרטים בתואם לשאלות שנשאלה).",5,"בנוסף, איננו רואים באי-אזכורו של דהן כמי שסיפרה לו על חוויית האונס, אלא לראשונה בהליכים אלו , כעדות כבושה של המתלוננת",tagger3,not annotated
62176,ME-09-1063-277," אף לעבירות נוספות בהן מואשם הנאשם בכתב האישום, כגון עבירות הסמים והאלימות הפיזית יש ליתן הדעת לכך שלחלקם הגדול המתלוננת הינה עדה יחידה","בעדותה של המתלוננת ביחס לעבירות מין, מדובר בעדות יחידה שעל פי סעיף  ל [נוסח חדש] התשל""א – 1971, צריך בית משפט, לנמק מדוע מסתמך על העדות, ואין צורך בתוספת ראייתית פורמאלית להרשיע על פי עדותה. אף לעבירות נוספות בהן מואשם הנאשם בכתב האישום, כגון עבירות הסמים והאלימות הפיזית יש ליתן הדעת לכך שלחלקם הגדול המתלוננת הינה עדה יחידה.",15," אף לעבירות נוספות בהן מואשם הנאשם בכתב האישום, כגון עבירות הסמים והאלימות הפיזית יש ליתן הדעת לכך שלחלקם הגדול המתלוננת הינה עדה יחידה",tagger3,not annotated
593069,s001098,"מבחינת התרשמות, ניתן לומר, כי המתלוננת הותירה רושם אמין, מה שאינני יכול לומר לגבי הופעתו של הנאשם","מבחינת התרשמות, ניתן לומר, כי המתלוננת הותירה רושם אמין, מה שאינני יכול לומר לגבי הופעתו של הנאשם.",17,"מבחינת התרשמות, ניתן לומר, כי המתלוננת הותירה רושם אמין, מה שאינני יכול לומר לגבי הופעתו של הנאשם",tagger3,not annotated
639336,SH-10-11-13054-33," באופן כללי, מצאתי את עדויותיהן של כל המתלוננות אמינות","59. באופן כללי, מצאתי את עדויותיהן של כל המתלוננות אמינות. מעבר לכך, כל המתלוננות, שאין ביניהן היכרות והן לא נפגשו, העידו על מסכת עובדתית, שחלק גדול ממנה זהה או דומה עד מאד. דמיון זה, לטעמי, עולה הן כדי ""שיטה"", הן כדי ""מעשים דומים"", שיש בהם כדי לחזק את העדויות. עניין ה""שיטה"" נדרש, שכן הנאשם בחלק מעדויותיו ובחלק מסיכומיו הכחיש חלק מהמעשים (אף שבמקומות אחרים הודה במרבית העובדות). עניין ה""מעשים הדומים"" נדרש כדי ללמד על המחשבה הפלילית שהתלוותה למעשי הנאשם. לעניין זה נקבע ב סוילם נ' מדינת ישראל [11.11.14], פסקה 69: ""בפתח הדברים, מן הראוי לעמוד על ההבחנה, אשר התפתחה בפסיקה, בין עדות שיטה לבין עדות בדבר מעשים דומים. כוחן הראייתי של שתי הדוקטרינות נובע מהדמיון העובדתי הניכר שבין המעשה המיוחס לנאשם לבין מעשים אחרים שבוצעו על ידו, ואולם דוקטרינות אלה נבדלות בתכליתן השונה. מטרתה של עדות שיטה היא להוכיח את היסוד העובדתי של העבירה, כגון הוכחת עצם ביצוע מעשה העבירה, או הוכחת זהותו של המבצע. מנגד, עדות בדבר מעשים דומים נועדה להוכיח קיומה של מחשבה פלילית המיוחסת לנאשם בעת ביצוע המעשים, כאשר עצם הביצוע אינו נתון במחלוקת. מטרות שונות אלו מכתיבות גם שוני ברמת ההוכחה הנדרשת בכל אחת מן הדוקטרינות. עדות שיטה מחייבת דרגה גבוהה של דמיון, בעוד שכאשר מדובר בעדות בדבר מעשים דומים ניתן להסתפק במספר מאפיינים דומים בין המעשים ( גולדבלט נ' מדינת ישראל, בפסקה 51 (17.2.2011); עניין קצב, בפסקה 333 לפסק דינה של השופטת ע' ארבל; דנ""פ קצב, בפסקאות 18-12;  אנטיפקה נ' מדינת ישראל, בפסקה 10 (3.4.2008); עניין שיוביץ, בעמ' 458). הנה כי כן, לשם הסקת מסקנה בדבר קיומה של שיטת ביצוע, דרושה הצטברות של תכונות דומות ברמה גבוהה ביותר, ונדרש כי הצטברות זו תתאפיין ב""קווים דיסטינקטיביים ברורים"" או למצער, בקווי אופי דומים ומוחשיים (עניין טטרו, בפסקה 13; עניין שיוביץ, בעמ' 458; יעקב קדמי על הראיות חלק שני 713-715 (מהדורה משולבת ומעודכנת, 2009) (להלן: קדמי))"". [ההדגשות הוספו - מ.ב.נ].",1," באופן כללי, מצאתי את עדויותיהן של כל המתלוננות אמינות",tagger3,not annotated
476690,ME-09-12-5569-3,"הגרסה המאוחרת של המתלונן, לפיה סיפר ל- נ' על המעשים עוד בבית המעצר, והשביע אותו שלא לגלות ועתה, לאחר שנזכר בכך שיחרר את נ' משבועתו, אינה אמינה, הן לאחר כבישתה והן לאור הכחשתה על ידי נ', ואי תמיכתה על ידי י' שהיה נוכח בכל עת ש- נ' היה עם המתלונן","הגרסה המאוחרת של המתלונן, לפיה סיפר ל- נ' על המעשים עוד בבית המעצר, והשביע אותו שלא לגלות ועתה, לאחר שנזכר בכך שיחרר את נ' משבועתו, אינה אמינה, הן לאחר כבישתה והן לאור הכחשתה על ידי נ', ואי תמיכתה על ידי י' שהיה נוכח בכל עת ש- נ' היה עם המתלונן.",12,"הגרסה המאוחרת של המתלונן, לפיה סיפר ל- נ' על המעשים עוד בבית המעצר, והשביע אותו שלא לגלות ועתה, לאחר שנזכר בכך שיחרר את נ' משבועתו, אינה אמינה, הן לאחר כבישתה והן לאור הכחשתה על ידי נ', ואי תמיכתה על ידי י' שהיה נוכח בכל עת ש- נ' היה עם המתלונן",tagger3,not annotated
827911,SH-11-02-18237-496," כאמור לעיל, הבהיר ב""כ הנאשם בסיכומיו, כי אין מחלוקת באשר למהימנות גרסתה הסובייקטיבית של המתלוננת בנוגע לאירוע עצמו, ולתחושות שהיא חשה ועליהן העידה","38. כאמור לעיל, הבהיר ב""כ הנאשם בסיכומיו, כי אין מחלוקת באשר למהימנות גרסתה הסובייקטיבית של המתלוננת בנוגע לאירוע עצמו, ולתחושות שהיא חשה ועליהן העידה.  עלי לציין, כי התרשמתי באופן חיובי ביותר, מהעדות של המתלוננת בבית המשפט שאותה מצאתי כאמינה, עניינית, ללא כל ניסיון להפריז בתיאורים.",5," כאמור לעיל, הבהיר ב""כ הנאשם בסיכומיו, כי אין מחלוקת באשר למהימנות גרסתה הסובייקטיבית של המתלוננת בנוגע לאירוע עצמו, ולתחושות שהיא חשה ועליהן העידה",tagger3,not annotated
725871,ME-12-08-3491-22,"יוער, כי גרסת המתלוננת בהודעתה זו מבולבלת, אינה עקבית, ונדמה כי היא סותרת עצמה בתשובותיה","יוער, כי גרסת המתלוננת בהודעתה זו מבולבלת, אינה עקבית, ונדמה כי היא סותרת עצמה בתשובותיה.",3,"יוער, כי גרסת המתלוננת בהודעתה זו מבולבלת, אינה עקבית, ונדמה כי היא סותרת עצמה בתשובותיה",tagger3,not annotated
398579,s021336a, גירסתו של המתלונן היתה אמינה עלי ונמצאו לה ראיות מסייעות ומחזקות,"סוף דבר 17. גירסתו של המתלונן היתה אמינה עלי ונמצאו לה ראיות מסייעות ומחזקות. הנאשם לא הצליח להפריך את הגירסה ואף לא להעלות ספק סביר לדעתי, ועל כן הנני מרשיעו , כפי שהואשם, בביצוע מעשה מגונה, עבירה לפי  לחוק העונשין, התשל""ז - 1977.ב",1, גירסתו של המתלונן היתה אמינה עלי ונמצאו לה ראיות מסייעות ומחזקות,tagger3,not annotated
852029,SH-08-9929-69,  ההימנעות מלהתייחס לכך גורמת להחלשה ניכרת במשקל שניתן לתת לעדותה הכבושה של המתלוננת,תורנות הלילה של המתלוננת – כפי שתואר לעיל מבחינת המתלוננת המדובר היה באירוע קשה ומסעיר. המתלוננת תארה כי נמנעה מלרדת מהרכב במחסום וכן כי באותו לילה כאשר ביקר אותה דודו אוחנה הייתה נסערת וסיפרה לו מה היה. לצד דברים אלה הוברר כי באותו יום בלילה  אכן הייתה המתלוננת בעמדת הש.ג. אך נערכו לה שתי ביקורות על ידי לא אחר מאשר הנאשם. ביקורות אלה נמשכו רבע שעה ועשרים דקות. קשה להלום כי אירוע כזה של מפגש חוזר עם הנאשם – לפרקי זמן לא קצרים - מספר שעות לאחר האירוע נשתכח כליל מזיכרונה של המתלוננת.  ההימנעות מלהתייחס לכך גורמת להחלשה ניכרת במשקל שניתן לתת לעדותה הכבושה של המתלוננת. כאן המקום להזכיר כי החוקרת לא שאלה את המתלוננת על תורנות הש.ג. ושני המפגשים עם הנאשם באותו לילה משום שלא שמה לב לכך ולכן אין התייחסות של המתלוננת לקושי זה בשלב מוקדם יותר מאשר חקירתה בבית המשפט.,5,  ההימנעות מלהתייחס לכך גורמת להחלשה ניכרת במשקל שניתן לתת לעדותה הכבושה של המתלוננת,tagger3,not annotated
369031,SH-13-02-47-54," מקובלים עליי הסבריו של האחראי על החקירה, השוטר קץ, כי החקירה היתה נתונה בסד זמנים צפוף - הן עקב היותו של החשוד עצור, והן עקב העובדה שהמתלוננת היתה אמורה לחזור לארה""ב והיה צריך להספיק להשלים את החקירה, ובמידת הצורך להותיר זמן מספיק להגשת כתב-אישום ולגביית עדות מוקדמת מהמתלוננת טרם עזיבתה את הארץ (עמ' 46 לפרוטוקול)","כפי שצוין בפיסקה 6 לעיל, הסיבה לעריכת מסדר זיהוי תצלומי פנים במקרה דנן, נבעה מכך שלא נמצאו מספיק ניצבים כהי-עור על-מנת לבצע מסדר זיהוי חי. מקובלים עליי הסבריו של האחראי על החקירה, השוטר קץ, כי החקירה היתה נתונה בסד זמנים צפוף - הן עקב היותו של החשוד עצור, והן עקב העובדה שהמתלוננת היתה אמורה לחזור לארה""ב והיה צריך להספיק להשלים את החקירה, ובמידת הצורך להותיר זמן מספיק להגשת כתב-אישום ולגביית עדות מוקדמת מהמתלוננת טרם עזיבתה את הארץ (עמ' 46 לפרוטוקול). בשים לב לסד הזמנים הנטען, ומאחר שלא נמצאו די ניצבים כהי-עור על-מנת לבצע מסדר זיהוי חי, אני בדעה כי עצם ההחלטה לערוך מסדר זיהוי תמונות היתה סבירה. אף הסנגור לא טען אחרת בסיכומיו.",5," מקובלים עליי הסבריו של האחראי על החקירה, השוטר קץ, כי החקירה היתה נתונה בסד זמנים צפוף - הן עקב היותו של החשוד עצור, והן עקב העובדה שהמתלוננת היתה אמורה לחזור לארה""ב והיה צריך להספיק להשלים את החקירה, ובמידת הצורך להותיר זמן מספיק להגשת כתב-אישום ולגביית עדות מוקדמת מהמתלוננת טרם עזיבתה את הארץ ",tagger3,not annotated
532780,ME-15-10-1855-55,"מסכם זאת בית המשפט העליון (6) 205, 216 (2002) כדלקמן: ""מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו","מסכם זאת בית המשפט העליון (6) 205, 216 (2002) כדלקמן: ""מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו. זוהי דרישת ""ההנמקה המיוחדת"" שתפסה את מקומה של דרישת הסיוע שנדרשה בעבר לשם הרשעה בעבירת מין (ראו, למשל, דברי השופט אריאל ב גנדור נ' מדינת ישראל [פורסם בנבו] (להלן: ""עניין גנדור[1]), בעמ' 49-48). בהיעדר דרישת סיוע יכולה הכרעת-הדין להיות מושתתת על מימצאי המהימנות שקבע בית-המשפט ועליהם בלבד. אשר-על-כן מידת הזהירות מחייבת כי ההנמקה תהא ""ממשית"". ""...ככל שהעדות העיקרית 'חלשה' יותר, תידרש הנמקה 'ממשית' יותר..."" (י' קדמי על הראיות (להלן – קדמי [43]) (כרך א), בעמ' 159). למידת הפירוט הנדרשת לשם עמידה בחובת ההנמקה לא נקבע שיעור, והדבר ייקבע על-פי הנסיבות (ראו  פלוני נ' מדינת ישראל [2], בפיסקה 1 לפסק-דינו של השופט טל). עם זאת ברור כי כאשר התרשמותו של בית-המשפט ממהימנות המתלוננת נתמכת בראיות חיצוניות – די בכך כדי לספק את דרישת ההנמקה (קדמי (כרך א) [43], בעמ' 162). כך, למשל, נקבע כי תלונתה המיידית של מתלוננת או העובדה שהגיעה נרגשת ופרועה בעת הגשת תלונתה די בהן כדי לספק את אותו חיזוק הנדרש לשם עמידה בדרישת ההנמקה (עניין גנדור [1], בעמ' 50). מכוח קל וחומר, הגורמים הראייתיים שנקבעו בעבר כמספקים את דרישת הסיוע יספקו גם את חובת ההנמקה שבאה במקומה.""",5,"מסכם זאת בית המשפט העליון  205, 216  כדלקמן: ""מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",tagger3,not annotated
354818,ME-11-02-34952-76,"נכון אמנם שהמתלוננת שהתה באולם ביהמ""ש בעת שחברותיה הנ""ל העידו ובטרם זומנה שנית לעדותה הנוספת, אך הן חברותיה של הנאשמת והן הנאשמת, עשו עלי רושם אמין ואיני רואה סיבה לפקפק באמינותן","נכון אמנם שהמתלוננת שהתה באולם ביהמ""ש בעת שחברותיה הנ""ל העידו ובטרם זומנה שנית לעדותה הנוספת, אך הן חברותיה של הנאשמת והן הנאשמת, עשו עלי רושם אמין ואיני רואה סיבה לפקפק באמינותן. אחרי, ככלות הכל, היתה זו דווקא חברתה של המתלוננת – ל', שחשפה ביוזמתה, את העובדה שהמתלוננת: ""כל הזמן שהייתי הולכת איתה ברחוב, כל הזמן היא היתה מדמיינת אותו. כל הזמן היתה ראה מישהו שחור וגבות ואומרת 'אני חושבת שזה הוא'"" (עמ' 30, ש' 23-25). דווקא אל מי שהעלתה ביוזמתה את העובדה שיצרה, אליבא דהסנגור, את הספק, יש להתייחס באמון גם כשהיא מפריכה בגרסתה את הספק.",17,"נכון אמנם שהמתלוננת שהתה באולם ביהמ""ש בעת שחברותיה הנ""ל העידו ובטרם זומנה שנית לעדותה הנוספת, אך הן חברותיה של הנאשמת והן הנאשמת, עשו עלי רושם אמין ואיני רואה סיבה לפקפק באמינותן",tagger3,not annotated
