sentence_id,title,origin_sentence,paragraph_text,query number,clean_sentence,tagger,status,label
416743,m06003016," גרסתה המפלילה של המתלוננת כפי שנמסרה לחוקרת הילדים ולבית המשפט בעדותה הראשונה, הותירה רושם מהימן","74. גרסתה המפלילה של המתלוננת כפי שנמסרה לחוקרת הילדים ולבית המשפט בעדותה הראשונה, הותירה רושם מהימן. חוקרת הילדים, כאמור לעיל, קבעה בהערכת המהימנות שלה כי יש ליתן אמון למתלוננת. לכך יש להוסיף גם כי צפייה בקלטות מחזקת רושם זה. ניתן לראות כי כאשר המתלוננת מספרת על מעשי הנאשם, היא נבוכה, משפילה את מבטה, ועם זאת מוסרת את הדברים בצורה ברורה ועקבית. המתלוננת מותירה רושם כי היא מבקשת להמעיט בחומרת המעשים ולא להפך. תגובותיה אינן תגובות של מי שהכינה סיפור מפליל, אלא מעידות על מבוכה, על התלבטות ועל נטילת אשמה. כל אלו מקרינים אמינות (לעניין ההתרשמות מקלטת חקירה בפני חוקרת ילדים ראה  (3) 769).",5," גרסתה המפלילה של המתלוננת כפי שנמסרה לחוקרת הילדים ולבית המשפט בעדותה הראשונה, הותירה רושם מהימן",tagger1,not annotated,
854134,ME-13-10-51550-44, נטען שגירסת המתלוננת היתה עקבית כבר משלב זה ועד לסיום המשפט,"40. נטען שהנאשם יצא מהבית בעוד הוא מנסה לשכנע אותה שלא היה אונס, ובהמשך היא מחקה אותו מהפייסבוק ולא ענתה לשיחותיו. נטען שלו קיימו יחסי מין בהסכמה כפי שטען הנאשם, לא היתה עושה את הצעדים האמורים וכי הם מעידים על כעס רב מצידה. נטען שההתכתבות בין המתלוננת לידיד ששהה בתאילנד בשעת בוקר מוקדמת בה היא הביעה מצוקה וסיפרה שנפגעה, משקפת את המצוקה שהיא חוותה. נטען עוד שהכתיבה ב'וואטסאפ' בזמן אמת לאחר האונס, לפיה הוא אנס אותה, מוסיפה למהימנות גירסתה. נטען שגירסת המתלוננת היתה עקבית כבר משלב זה ועד לסיום המשפט.",3, נטען שגירסת המתלוננת היתה עקבית כבר משלב זה ועד לסיום המשפט,tagger1,not annotated,
265128,ME-07-1179-1," גרסת המתלוננת לגבי האירוע הינה עקבית ואחידה, הן בבית המשפט והן במשטרה","באשר ל'אירוע המלפפון' מיום 31.7.05, הן המתלוננת והן הנאשם מאשרים כי היה אירוע שכזה, אולם הנאשם מכחיש שאנס את המתלוננת. גרסת המתלוננת לגבי האירוע הינה עקבית ואחידה, הן בבית המשפט והן במשטרה. לעומת זאת, גרסת הנאשם לגבי האירוע הינה תמוהה ולא עקבית, לא עלה בידיו לתת תשובה עניינית לסתירות שעלו בגרסאותיו ויש לדחות את הטענה, לפיה נמנע מלספר אודות המלפפון מאחר והיה נבוך ומבויש.",7," גרסת המתלוננת לגבי האירוע הינה עקבית ואחידה, הן בבית המשפט והן במשטרה",tagger1,not annotated,
485023,s00003824-279,"עדותה של המתלוננת במשטרה היתה במידה לא מבוטלת ""עדות מונחה"", כך על פי עדותה של המתלוננת עצמה בבית המשפט (עמ' 30 שור' 1-4)","עדותה של המתלוננת במשטרה היתה במידה לא מבוטלת ""עדות מונחה"", כך על פי עדותה של המתלוננת עצמה בבית המשפט (עמ' 30 שור' 1-4). מסתבר כי החוקרת שגבתה את ההודעה הדריכה אותה במסירת פרטי האירוע. וכך עולה מההודעה:",14,"עדותה של המתלוננת במשטרה היתה במידה לא מבוטלת ""עדות מונחה"", כך על פי עדותה של המתלוננת עצמה בבית המשפט ",tagger1,not annotated,
123575,SH-14-08-42139-726," תמיכה לכך עולה בעדותה הראשית של המתלוננת לפני ממנה ניתן לראות כי הסרת החגורה על מיטת הטיפולים עת שנכחה במרפאתו עוררה בה אי נוחות ""ואני כזה לא הרגשתי כל כך בנוח, אבל כבר ישבתי אמרתי מה כבר יכול לקרות, לא חשבתי שיהיה איזה משהו שיטריד אותי"" (ר' עמ' 10, ש' 11-12)","קריעת האבזם מן החגורה והתעסקותו של הנאשם בה אני סבורה כי בהחלט יתכן כי התעסקותו של הנאשם באבזם חגורתו עלול היה לשמש גורם שיצר אצל המתלוננת חרדה וכך תרם להעצמת המגע המאוחר יותר. תמיכה לכך עולה בעדותה הראשית של המתלוננת לפני ממנה ניתן לראות כי הסרת החגורה על מיטת הטיפולים עת שנכחה במרפאתו עוררה בה אי נוחות ""ואני כזה לא הרגשתי כל כך בנוח, אבל כבר ישבתי אמרתי מה כבר יכול לקרות, לא חשבתי שיהיה איזה משהו שיטריד אותי"" (ר' עמ' 10, ש' 11-12). בהמשך חקירתה הנגדית שוב תיארה המתלוננת את הרגשתה עת שנקרעה לנאשם החגורה והוא הוריד אותה ושם אותה על מיטת הטיפולים:",5," תמיכה לכך עולה בעדותה הראשית של המתלוננת לפני ממנה ניתן לראות כי הסרת החגורה על מיטת הטיפולים עת שנכחה במרפאתו עוררה בה אי נוחות ""ואני כזה לא הרגשתי כל כך בנוח, אבל כבר ישבתי אמרתי מה כבר יכול לקרות, לא חשבתי שיהיה איזה משהו שיטריד אותי"" ",tagger1,not annotated,
374340,M973087,"עדותה של המתלוננת, שהייתה הנדבך המרכזי בתשתית זו, הייתה אמינה ושיקפה את המציאות כפי שהתרחשה","עדותה של המתלוננת, שהייתה הנדבך המרכזי בתשתית זו, הייתה אמינה ושיקפה את המציאות כפי שהתרחשה.",1,"עדותה של המתלוננת, שהייתה הנדבך המרכזי בתשתית זו, הייתה אמינה ושיקפה את המציאות כפי שהתרחשה",tagger1,not annotated,
141485,ME-13-07-36795-33,"כחיזוק לגרסתו מפנה הנאשם לעדות הנוספת של המתלוננות בתום שמיעת הראיות, עת ביקשו לחזור לדוכן העדים, ומשהותר להן העידו כי גרסתן, עליה העידו בין היתר בבית המשפט, אודות מעשי אלימות ועבירות מין שעשה בהן הנאשם, אינה אמת","כחיזוק לגרסתו מפנה הנאשם לעדות הנוספת של המתלוננות בתום שמיעת הראיות, עת ביקשו לחזור לדוכן העדים, ומשהותר להן העידו כי גרסתן, עליה העידו בין היתר בבית המשפט, אודות מעשי אלימות ועבירות מין שעשה בהן הנאשם, אינה אמת.",5,"כחיזוק לגרסתו מפנה הנאשם לעדות הנוספת של המתלוננות בתום שמיעת הראיות, עת ביקשו לחזור לדוכן העדים, ומשהותר להן העידו כי גרסתן, עליה העידו בין היתר בבית המשפט, אודות מעשי אלימות ועבירות מין שעשה בהן הנאשם, אינה אמת",tagger1,not annotated,
603882,m06007025-296,העדות הראשונה של המתלוננת 6,"העדות הראשונה של המתלוננת 6. בעדותה הראשונה תארה המתלוננת את קורות חייה, שלא היו סוגים בשושנים. היא הוצאה מחוץ לבית ושהתה בפנימיה, שם הכירה את אחיו של הנאשם, שהיה מדריך שלה. כשחזרה בגיל 14 לבית אמהּ, הכיר לה האח את הנאשם ואמו. המתלוננת היתה נפגשת עם הנאשם והיתה שופכת את ליבה בפניו. הם נפגשו לעיתים מזומנות חרף פער הגילים ביניהם.",5,העדות הראשונה של המתלוננת 6,tagger1,not annotated,
791243,ME-15-10-14230-44, תחילה יש לציין כי בית המשפט התרשם שעדותו של המתלונן הייתה אמינה וקוהרנטית,"33. תחילה יש לציין כי בית המשפט התרשם שעדותו של המתלונן הייתה אמינה וקוהרנטית. היא הייתה עקבית וסדורה גם לאחר חקירה נגדית ארוכה שירדה לפרטי פרטים. הצפייה בעימות גם היא הצביעה על האותנטיות של גרסתו. פרטי האירוע השלישי אשר נוסף בעת העימות עם הנאשם במשטרה ופרטי האירועים אשר נוספו במהלך חקירתו הנגדית, כגון העובדה שהנאשם ""הסתובב סביב"" המתלונן במלתחות באירוע הראשון או העובדה שהנאשם הגיע לפורקן באירוע השני, אינם מעלים או מורידים מאמינות עדותו של המתלונן. אין לצפות מקרבן עבירה שיזכור את פרטי האירוע הטראומתי שעבר עליו, במיוחד כאשר מדובר באדם שנפל קרבן לעבירת מין בהיותו קטין, לכן אין להתמקד באי דיוקים בפרטים אלא בליבת עדותו של הקרבן (ראו:  פלוני נ' מדינת ישראל [פורסם בנבו] (20.12.2009)). בענייננו המתלונן הסביר שייתכן שנוספו פרטים לגרסתו מפני שכיום לאחר שעבר טיפול והוא במקום אחר בחייו, קל לו להיזכר בדברים בצורה מדויקת ומפורטת יותר. בנוסף, יש לציין כי המתלונן עזב את הקהילה החרדית בה היה חבר וחזר במיוחד לישראל לאחר שהות ארוכה בחו""ל על מנת להגיש את התלונה ולהתעמת עם הנאשם. קשה לקבל כי המתלונן ישקיע מאמצים כבירים אלה על מנת לטפול על הנאשם עלילות שווא.",1, תחילה יש לציין כי בית המשפט התרשם שעדותו של המתלונן הייתה אמינה וקוהרנטית,tagger1,not annotated,
220669,ME-08-09-6759-2,"אמנם, ד""ר כץ, בהגינותו ובמקצועיותו, אמר שהוא אינו יכול לקבוע ללא בדיקה פסיכיאטרית לאחר המצב הפסיכוטי, בו נמצא המתלונן כשאושפז, את אמינות המידע שמסר המתלונן לגב' ספיבק ולאחר מכן לחוקרים ולביהמ""ש, אך בכל הכבוד, קביעת אמינותו של המידע מסורה לביהמ""ש, גם כאשר מדובר בעדות ישירה יחידה כמו של המתלונן שבפנינו","אמנם, ד""ר כץ, בהגינותו ובמקצועיותו, אמר שהוא אינו יכול לקבוע ללא בדיקה פסיכיאטרית לאחר המצב הפסיכוטי, בו נמצא המתלונן כשאושפז, את אמינות המידע שמסר המתלונן לגב' ספיבק ולאחר מכן לחוקרים ולביהמ""ש, אך בכל הכבוד, קביעת אמינותו של המידע מסורה לביהמ""ש, גם כאשר מדובר בעדות ישירה יחידה כמו של המתלונן שבפנינו.",5,"אמנם, ד""ר כץ, בהגינותו ובמקצועיותו, אמר שהוא אינו יכול לקבוע ללא בדיקה פסיכיאטרית לאחר המצב הפסיכוטי, בו נמצא המתלונן כשאושפז, את אמינות המידע שמסר המתלונן לגב' ספיבק ולאחר מכן לחוקרים ולביהמ""ש, אך בכל הכבוד, קביעת אמינותו של המידע מסורה לביהמ""ש, גם כאשר מדובר בעדות ישירה יחידה כמו של המתלונן שבפנינו",tagger1,not annotated,
105758,ME-15-03-14854-33," עוד נעיר כי לעתים ניתן למצוא סתירות בין העדויות של המתלוננות, בין סתירות פנימיות, ובין סתירות בין עדות מתלוננת אחת לעדות של מתלוננת אחרת","171. עוד נעיר כי לעתים ניתן למצוא סתירות בין העדויות של המתלוננות, בין סתירות פנימיות, ובין סתירות בין עדות מתלוננת אחת לעדות של מתלוננת אחרת. כפי שנראה, ברוב המקרים לא מדובר בסתירות מהותיות, ואין בהן לקעקע את גרעין העדויות. נזכיר גם, כי סתירות בפרטים שונים בין עדויות היא תופעה טבעית, שהרי אין לצפות מעדים למסור תיאור מדויק לגמרי, כצפוי ממכשיר צילום מדויק (ראו  פלוני נ' מדינת ישראל [פורסם בנבו] (3.9.2013);  הנ""ל;  פלוני נ' מדינת ישראל [פורסם בנבו] (1.7.2009);  הנ""ל; ע""פ 993/00 הנ""ל). לכל עד זיכרון סובייקטיבי שלו על האירועים; כל עד מקדיש תשומת לב לפרטים אחרים; הזמן שחולף מרגע ההתרחשות ועד העדות משפיע על כל עד באופן שונה; יכולת ההבעה של עדים שונה; יחסם של העדים למעמד העדות אינו זהה; כל עד חווה, לאחר האירוע מושא העדויות, חוויות שונות המעצימות או מטשטשות את זיכרונו מהאירוע וכדומה. כל אלה משפיעים על העדויות ועל כן סתירות בעדויות שאינן משנות את גרעין העדות אינן פוגעות בעיקר הגרסה (ראו  אקוע נ' מדינת ישראל [פורסם בנבו] (19.4.2016);  הנ""ל;  הנ""ל; ע""פ 993/00 הנ""ל;  פלוני נ' מדינת ישראל [פורסם בנבו] (15.5.2007); (3) 721 (1979)).",4," עוד נעיר כי לעתים ניתן למצוא סתירות בין העדויות של המתלוננות, בין סתירות פנימיות, ובין סתירות בין עדות מתלוננת אחת לעדות של מתלוננת אחרת",tagger1,not annotated,
