sentence_id,title,origin_sentence,paragraph_text,query number,clean_sentence,tagger,status,label
202081,s00011239-243," גירסת המתלוננת היתה אמינה, לא עורערה ולא נסתרה בחקירה הנגדית, וחוזקה בגירסת אמה, בחוו""ד חוקרת הילדים ובעדותה","לאחר שראיתי ושמעתי את העדים ואת הנאשם, קראתי את הפרוטוקול והמסמכים, בחנתי ושקלתי את הראיות, אני קובע שאשמת הנאשם בעבירות המיוחסות לו הוכחה מעבר לספק סביר. גירסת המתלוננת היתה אמינה, לא עורערה ולא נסתרה בחקירה הנגדית, וחוזקה בגירסת אמה, בחוו""ד חוקרת הילדים ובעדותה. אי התאמות ואף סתירות אלה או אחרות בגירסת המתלוננת ואמה, וזו מול זו, נגעו לפרטים, שאינם מהותיים, ואינן גורעות ממהימנות גירסתן כל אחת לפי עניינה, לעיקרו של דבר – מה שאמר ומה שעשה הנאשם, למתלוננת. השתלבות הראיות של גירסת המתלוננת, אמה, עדות חוקרת הילדים וחוות דעתה, והתרשימים, לעיצומו של הנטען בכתב האישום, מראה הוכחה חד משמעית של אשמת הנאשם. גירסת הנאשם לא היתה אמינה. בנוסף, גירסתו המכחישה הגורפת של הנאשם, ללא כל הסבר לפשר גירסת המתלוננת ואמה, נגדו. אני מקבל איפוא את גירסת התביעה. אני דוחה את גירסת הנאשם. היסודות המשפטיים של העבירות מולאו אף הם. אני קובע שהנאשם ביצע את העבירות המיוחסות לו בכתב האישום, והוא יורשע בהן.",7," גירסת המתלוננת היתה אמינה, לא עורערה ולא נסתרה בחקירה הנגדית, וחוזקה בגירסת אמה, בחוו""ד חוקרת הילדים ובעדותה",tagger2,not annotated,category1
768639,s993897," באשר לאירוע במקלחת, מעידה החוקרת וקובעת בגיליון הערכת מהימנות  מיום 28/10/99 (ת/10), שעדות הילדה מהימנה","15. באשר לאירוע במקלחת, מעידה החוקרת וקובעת בגיליון הערכת מהימנות  מיום 28/10/99 (ת/10), שעדות הילדה מהימנה. לטעמה מתקיימים בעדות הרבה קריטריונים המחזקים אותה. בתיאור שמסרה הילדה  מעוגן מקום, והסיטואציה  המתוארת  מעוגנת בהשתלשלות  אירועים הגיונית ורציפה. התאור הוא עקבי והאינפורמציה שהיא מוסרת חופשית ללא התערבות מצד המתרגם, הקטינה מרבה להדגים במהלך החקירה באופן מוחשי את אשר אירע. הילדה הרבתה להשתמש בביטוי ""את שלו"" במהלך החקירה, וכשנשאלה למה היא מתכוונת, היא הצביעה על  איבר מינה.  הילדה המחישה את תנועת חיכוך  איברי המין זה בזה  באמצעות בובות,  כשילד  מדגים, הדבר מבטא  זיכרון סנסורי, וזה מחזק את מהימנות העדות. ככל שמתקדמת החקירה  תיאור האפיזודה  מורחב ע""י הילדה, כאשר  היא מספרת  תיאור ספונטני על הכיסא שמכניס הנאשם למקלחת. תיאור ספונטני אחר הוא ""רציתי לנגב את החלב  על הרגליים שלי"". כמו כן, הילדה מתארת אינטראקציה פיזית בינה לבין הנאשם ""לקח אותי"" ,""סובב אותי"". הילדה מתארת  תיאור ייחודי אשר מגביר את מהימנותה,  כאשר  היא מספרת כי  יצא נוזל לבן ""הוא הוציא  משהו לבן  כמו חלב מהחור  הקטן וזה יצא  מהרגליים שלו באמצע"". ישנם תיאורים ספציפיים נוספים כמו הבגדים אותם לבשה  באירוע המקלחת ""לבשתי חולצה וחצאית בצורת פירות"". החוקרת עוד מתרשמת כי  במהלך החקירה הילדה  הייתה נתונה בלחץ נפשי עז ובמבוכה רבה. (ראה ת/10, וכן ראה  עמ'  19-20 לפרוטוקול מיום  28/4/03).נ",3," באשר לאירוע במקלחת, מעידה החוקרת וקובעת בגיליון הערכת מהימנות  מיום 28/10/99 , שעדות הילדה מהימנה",tagger2,not annotated,
315154,ME-10-04-40505-5,"  כך, למשל, בעדותם של מתלוננים בעבירות מין, בניגוד לעניינם של מתלוננים בעבירות רגילות, בית המשפט אינו מייחס משקל יתר לגרסאות הראשונות של המתלונן במשטרה ומודע לכך שהגרסאות הראשונות של קורבנות עבירה מסוג זה, בשל מהות העבירה ואופייה הן לעיתים לקוניות, חושפות טפח ומסתירות טפחיים","הערכת עדותה של צ' כללי 129. מטבע הדברים, עבירות מין, הינן, לעיתים קרובות, עבירות המבוצעות במקום סגור, מבלי שיהיו להן עדים מלבד מבצע העבירה וקורבנו. משכך, במרבית המקרים, על בית המשפט להכריע באישומים המוגשים בעבירות מסוג זה שהראיה המרכזית נגד הנאשם היא עדותו של המתלונן. לצד הקושי הרגיל בהערכת עדויות וקביעת מימצאים שבעובדה, שהם חלק בלתי נפרד, מתפקידו של בית המשפט בהליך הפלילי עבירות המין תופסות מקום מיוחד בשל אופי העבירה שבה רב הנסתר על הנגלה ובדרך כלל רק השניים המעורבים בפרשה יודעים את אשר ארע לאמיתו.  בעניינן של אותן עבירות  התגבשה בפסיקה ""מובלעת ראייתית"" המיוחדת לעבירות המין (ראו:  פלוני נ' מדינת ישראל, מיום 20.10.10, בפיסקה 90 לחוות דעתו של כב' השופט י' עמית וכן הפירוט בפסקאות 82-90 לחוות הדעת).  כך, למשל, בעדותם של מתלוננים בעבירות מין, בניגוד לעניינם של מתלוננים בעבירות רגילות, בית המשפט אינו מייחס משקל יתר לגרסאות הראשונות של המתלונן במשטרה ומודע לכך שהגרסאות הראשונות של קורבנות עבירה מסוג זה, בשל מהות העבירה ואופייה הן לעיתים לקוניות, חושפות טפח ומסתירות טפחיים. הכלל הוא, שאין בחשיפה ההדרגתית של הדברים, מה שקרוי גם ""גרסה מתפתחת"", כדי לפגום באמינות ובמהימנות של עדות קורבן העבירה. ראו:  פלוני נ' מדינת ישראל, מיום 1.7.09, בפיסקה 31;  פלוני נ' מדינת ישראל, מיום 13.9.10, בפיסקה 13. בנוסף, בית המשפט נוטה שלא לדקדק בסתירות ובאי דיוקים בעדויותיהם של קורבנות עבירות מין ומכיר בעובדה שעדותם מתאפיינת בכך ""שהדברים מתערבבים זה בזה, קיים חוסר בהירות מה קדם למה, מה בדיוק נאמר בשלב זה או אחר על ידי מי מהצדדים וכיוצא בכך"" ( פלוני נ' מדינת ישראל, מיום 8.1.07). הפסיקה גם מכירה בכך שמצבם הנפשי המיוחד של נפגעי עבירות המין, יכול להביא לידי בלבול, אי דיוק וחוסר עקביות בעדויותיהם ולפיכך, יש ובית המשפט  מסתפק ב""גרעין האמת"" שבגרסתם, לעיתים ב""גרעין הקשה"" של הגרסה ולעיתים אף למרות שקרים בוטים של המתלונן שהוכחו במהלך המשפט  (ראו: (4), 249;  פלוני  נ' מדינת ישראל, מיום 20.12.09;  אטיאס נ' מדינת ישראל, מיום 6.9.10;  פלוני נ' מדינת ישראל, מיום 7.9.10;  פלוני נ' מדינת ישראל, מיום 27.7.09).",5,"  כך, למשל, בעדותם של מתלוננים בעבירות מין, בניגוד לעניינם של מתלוננים בעבירות רגילות, בית המשפט אינו מייחס משקל יתר לגרסאות הראשונות של המתלונן במשטרה ומודע לכך שהגרסאות הראשונות של קורבנות עבירה מסוג זה, בשל מהות העבירה ואופייה הן לעיתים לקוניות, חושפות טפח ומסתירות טפחיים",tagger2,not annotated,
769689,ME-15-11-34046-11," כפי שפורט על ידי חברתי, ניצבים אנו בפני שתי גרסאות סותרות וקוטביות זו לזו; מחד גיסא, גרסתה המפלילה של המתלוננת, בתו של הנאשם, המתארת בפרוטרוט סדרה של מעשים שביצע בה הנאשם מאז הייתה בת 8 ועד הגשת התלונה בשנת 2015","עדויות מתלוננות בעבירות מין 2. כפי שפורט על ידי חברתי, ניצבים אנו בפני שתי גרסאות סותרות וקוטביות זו לזו; מחד גיסא, גרסתה המפלילה של המתלוננת, בתו של הנאשם, המתארת בפרוטרוט סדרה של מעשים שביצע בה הנאשם מאז הייתה בת 8 ועד הגשת התלונה בשנת 2015. מאידך גיסא, בפנינו גרסת הנאשם המכחיש מכל וכל כי ביצע את כל המעשים המיוחסים לו וטוען כי המתלוננת, בתו הבכורה, מעלילה עליו עלילת שווא.",12," כפי שפורט על ידי חברתי, ניצבים אנו בפני שתי גרסאות סותרות וקוטביות זו לזו; מחד גיסא, גרסתה המפלילה של המתלוננת, בתו של הנאשם, המתארת בפרוטרוט סדרה של מעשים שביצע בה הנאשם מאז הייתה בת 8 ועד הגשת התלונה בשנת 2015",tagger2,not annotated,
32431,m00000935-103," גרסת המתלוננת המפלילה את הנאשם - באמרתה במשטרה בשחזור ובעדותה השניה, בבית המשפט - הינה אמינה, ואין בנסיונה לחזור בה מגרסתה במשטרה בעדותה הראשונה בבית המשפט כדי לפגוע במהימנות הגרסה המפלילה","ב. גרסת המתלוננת המפלילה את הנאשם - באמרתה במשטרה בשחזור ובעדותה השניה, בבית המשפט - הינה אמינה, ואין בנסיונה לחזור בה מגרסתה במשטרה בעדותה הראשונה בבית המשפט כדי לפגוע במהימנות הגרסה המפלילה.",7," גרסת המתלוננת המפלילה את הנאשם - באמרתה במשטרה בשחזור ובעדותה השניה, בבית המשפט - הינה אמינה, ואין בנסיונה לחזור בה מגרסתה במשטרה בעדותה הראשונה בבית המשפט כדי לפגוע במהימנות הגרסה המפלילה",tagger2,not annotated,
693330,m01000232,"בענייננו, כפי שפורט לעיל, גרסתה של המתלוננת הינה בלתי מהימנה ולא ניתן לקבל את טענותיה כי התנגדה לקיום יחסי המין עם הנאשמים וזאת לאור הסתירות והתמיהות העולות מגרסתה","בענייננו, כפי שפורט לעיל, גרסתה של המתלוננת הינה בלתי מהימנה ולא ניתן לקבל את טענותיה כי התנגדה לקיום יחסי המין עם הנאשמים וזאת לאור הסתירות והתמיהות העולות מגרסתה. כמו כן, מהתנהגותה של המתלוננת, אשר המשיכה לשהות עם הנאשמים בפאב לאחר שלטענתה נאנסה על ידי הנאשם 1 בשירותי הפאב ולאחר מכן אף נסעה ביחד עם הנאשמים לדירתו של הנאשם 2 ולא הביעה כל התנגדות לנסיעה זו, ניתן להסיק כי המתלוננת לא התנגדה למעשים. בנסיבות אלו, יכלו הנאשמים לטעות בתום לב, טעות כנה וסבירה, ולפרש את התנהגותה של המתלוננת כהסכמה ורצון בקיום יחסי מין עמם, ובמיוחד שהאירוע בדירה היה בהמשך לאירוע בפאב, שגם בו שידרה המתלוננת מסר של הסכמה, כאשר לאחר מכן חזרה לשולחן והמשיכה לשבת ולשוחח עם הנאשמים.נ",1,"בענייננו, כפי שפורט לעיל, גרסתה של המתלוננת הינה בלתי מהימנה ולא ניתן לקבל את טענותיה כי התנגדה לקיום יחסי המין עם הנאשמים וזאת לאור הסתירות והתמיהות העולות מגרסתה",tagger2,not annotated,
755054,m07004030," מעבר למה שנכתב לעיל, אוסיף ואנמק מדוע מצאתי לסמוך על עדותה היחידה של המתלוננת, לעניין האירוע בגינו מואשם הנאשם ולקבל את גרסתה לגבי מה שביצע בה הנאשם; כמו כן אתייחס לטענות שונות שהעלו הסנגוריות לעניין אמינותה","יב. אמינות – גרסת המתלוננת 86. מעבר למה שנכתב לעיל, אוסיף ואנמק מדוע מצאתי לסמוך על עדותה היחידה של המתלוננת, לעניין האירוע בגינו מואשם הנאשם ולקבל את גרסתה לגבי מה שביצע בה הנאשם; כמו כן אתייחס לטענות שונות שהעלו הסנגוריות לעניין אמינותה.",5," מעבר למה שנכתב לעיל, אוסיף ואנמק מדוע מצאתי לסמוך על עדותה היחידה של המתלוננת, לעניין האירוע בגינו מואשם הנאשם ולקבל את גרסתה לגבי מה שביצע בה הנאשם; כמו כן אתייחס לטענות שונות שהעלו הסנגוריות לעניין אמינותה",tagger2,not annotated,
104197,ME-12-07-50126-518," למותר לציין כי, מבחינה עובדתית ומשפטית, זהו שוני מהותי, והוא מהווה שיקול נוסף ומצטבר לקושי לקבוע ממצא על יסוד עדותה היחידה של המתלוננת, שלא נחקרה חקירה נגדית מלאה","כך, העובדת ר' והעובדת מ' העידו שתיהן כי המתלוננת סיפרה להן שהנאשם הכניס את אצבעותיו לאיבר מינה (פרו' עמ' 36, עמ' 70), וכך גם דיווחה ר' לפקידת הסעד לחוק הנוער (ראה ת/2, דיווחים מיום 9/7/12).  לעומת זאת, המתלוננת העידה, כי הנאשם נגע עם אצבעותיו באיבר מינה, אך לא  החדיר אותן פנימה (פרו', עמ' 16, עמ' 28). למותר לציין כי, מבחינה עובדתית ומשפטית, זהו שוני מהותי, והוא מהווה שיקול נוסף ומצטבר לקושי לקבוע ממצא על יסוד עדותה היחידה של המתלוננת, שלא נחקרה חקירה נגדית מלאה.",5," למותר לציין כי, מבחינה עובדתית ומשפטית, זהו שוני מהותי, והוא מהווה שיקול נוסף ומצטבר לקושי לקבוע ממצא על יסוד עדותה היחידה של המתלוננת, שלא נחקרה חקירה נגדית מלאה",tagger2,not annotated,
585434,4787475,"(ב) הגירסה של המתלוננת קוהרנטית, הגיונית, עקבית ומשתלבת היטב עם עדויות וראיות למכביר","(ב) הגירסה של המתלוננת קוהרנטית, הגיונית, עקבית ומשתלבת היטב עם עדויות וראיות למכביר. כך לדוגמא, באשר לתוכן השיחה המקדימה, עדותה מקבלת חיזוק מהעדויות של הרע""ן וסימה. באשר לכניסה לחדרו של טורבוביץ, יש תימוכין בעדויות של יניב ושל סימה. באשר ליציאה מהחדר של טורבוביץ והצילום השלישי, העדות של המתלוננת מקבלת חיזוק ע""י סימה.",1," הגירסה של המתלוננת קוהרנטית, הגיונית, עקבית ומשתלבת היטב עם עדויות וראיות למכביר",tagger2,not annotated,
587545,ME-08-1012-33,"נטען כי לעומת עדותה המהימנה של המתלוננת, הייתה גרסת הנאשם בלתי אמינה, כאשר לדעת התביעה ""דבריו מלאים בתמיהות, גרסתו כבושה ומלאה בפרטים נוספים שהעלה לראשונה בעדותו בבית המשפט","נטען כי לעומת עדותה המהימנה של המתלוננת, הייתה גרסת הנאשם בלתי אמינה, כאשר לדעת התביעה ""דבריו מלאים בתמיהות, גרסתו כבושה ומלאה בפרטים נוספים שהעלה לראשונה בעדותו בבית המשפט..."".",5,"נטען כי לעומת עדותה המהימנה של המתלוננת, הייתה גרסת הנאשם בלתי אמינה, כאשר לדעת התביעה ""דבריו מלאים בתמיהות, גרסתו כבושה ומלאה בפרטים נוספים שהעלה לראשונה בעדותו בבית המשפט",tagger2,not annotated,
761259,SH-10-10-53929-33,"מכלול קשיים אלה בהצטברותם אל חוסר התייחסותו המפורטת של הנאשם, בחקירתו במשטרה, לאירוע הנטען, ולאור הקושי ליתן בו אמון בכלל, מהנימוקים שפירטתי לעיל, אל מול גרסתם הקוהרנטית והמובנית בתוך הקונטקסט, של המתלוננים, מכריעים את הכף לעבר העדפת גרסת המתלוננים על פני גרסת הנאשם","מכלול קשיים אלה בהצטברותם אל חוסר התייחסותו המפורטת של הנאשם, בחקירתו במשטרה, לאירוע הנטען, ולאור הקושי ליתן בו אמון בכלל, מהנימוקים שפירטתי לעיל, אל מול גרסתם הקוהרנטית והמובנית בתוך הקונטקסט, של המתלוננים, מכריעים את הכף לעבר העדפת גרסת המתלוננים על פני גרסת הנאשם.",5,"מכלול קשיים אלה בהצטברותם אל חוסר התייחסותו המפורטת של הנאשם, בחקירתו במשטרה, לאירוע הנטען, ולאור הקושי ליתן בו אמון בכלל, מהנימוקים שפירטתי לעיל, אל מול גרסתם הקוהרנטית והמובנית בתוך הקונטקסט, של המתלוננים, מכריעים את הכף לעבר העדפת גרסת המתלוננים על פני גרסת הנאשם",tagger2,not annotated,
206176,ME-15-07-28768-44," מול עדותה האמינה של המתלוננת לא עומד, למעשה, דבר וחצי דבר","173. מול עדותה האמינה של המתלוננת לא עומד, למעשה, דבר וחצי דבר.",5," מול עדותה האמינה של המתלוננת לא עומד, למעשה, דבר וחצי דבר",tagger2,not annotated,
824882,ME-08-1198-419,"גרסתה השקרית של המתלוננת בעניין אופן הגעתה אל נאשם 1 והכחשתה את גרסת ההגנה, נעוץ באי רצונה לערב ולסבך את נאשם 2, שהינו דודה, כמי שהביאה אל נאשם 1","גרסתה השקרית של המתלוננת בעניין אופן הגעתה אל נאשם 1 והכחשתה את גרסת ההגנה, נעוץ באי רצונה לערב ולסבך את נאשם 2, שהינו דודה, כמי שהביאה אל נאשם 1. מה גם, שנאשם 2 הודה במשטרה כי הוא לקח את המתלוננת לנאשם 1, אך מאחר והמתלוננת מנסה להסתיר את חלקו באירועים, מסרה גרסה שקרית לפיה הובאה על ידי חוטפים אלמונים לנאשם 1. כן הכחישה המתלוננת את גרסאותיהם של נאשמים 1-3, בעניין הגעתה אל הנאשם 1, אך לא עלה בידיה לתת הסבר גרסה אחרת.",5,"גרסתה השקרית של המתלוננת בעניין אופן הגעתה אל נאשם 1 והכחשתה את גרסת ההגנה, נעוץ באי רצונה לערב ולסבך את נאשם 2, שהינו דודה, כמי שהביאה אל נאשם 1",tagger2,not annotated,
